Date,Station,Value,lat,lng
2023-08-23,077 BUCH,10,52.6441,13.4833
2023-08-24,077 BUCH,10,52.6441,13.4833
2023-08-25,077 BUCH,11,52.6441,13.4833
2023-08-26,077 BUCH,7,52.6441,13.4833
2023-08-27,077 BUCH,9,52.6441,13.4833
2023-08-28,077 BUCH,7,52.6441,13.4833
2023-08-29,077 BUCH,5,52.6441,13.4833
2023-08-30,077 BUCH,7,52.6441,13.4833
2023-08-31,077 BUCH,6,52.6441,13.4833
2023-09-01,077 BUCH,9,52.6441,13.4833
2023-09-02,077 BUCH,8,52.6441,13.4833
2023-09-03,077 BUCH,5,52.6441,13.4833
2023-09-04,077 BUCH,8,52.6441,13.4833
2023-09-05,077 BUCH,9,52.6441,13.4833
2023-09-06,077 BUCH,10,52.6441,13.4833
2023-09-07,077 BUCH,9,52.6441,13.4833
2023-09-08,077 BUCH,10,52.6441,13.4833
2023-09-09,077 BUCH,10,52.6441,13.4833
2023-09-10,077 BUCH,9,52.6441,13.4833
2023-09-11,077 BUCH,12,52.6441,13.4833
2023-09-12,077 BUCH,11,52.6441,13.4833
2023-09-13,077 BUCH,7,52.6441,13.4833
2023-09-14,077 BUCH,6,52.6441,13.4833
2023-09-15,077 BUCH,8,52.6441,13.4833
2023-09-16,077 BUCH,7,52.6441,13.4833
2023-09-17,077 BUCH,7,52.6441,13.4833
2023-09-18,077 BUCH,11,52.6441,13.4833
2023-09-19,077 BUCH,8,52.6441,13.4833
2023-09-20,077 BUCH,11,52.6441,13.4833
2023-09-21,077 BUCH,10,52.6441,13.4833
2023-09-22,077 BUCH,13,52.6441,13.4833
2023-09-23,077 BUCH,9,52.6441,13.4833
2023-09-24,077 BUCH,5,52.6441,13.4833
2023-09-25,077 BUCH,9,52.6441,13.4833
2023-09-26,077 BUCH,10,52.6441,13.4833
2023-09-27,077 BUCH,11,52.6441,13.4833
2023-09-28,077 BUCH,15,52.6441,13.4833
2023-09-29,077 BUCH,18,52.6441,13.4833
2023-09-30,077 BUCH,6,52.6441,13.4833
2023-10-01,077 BUCH,9,52.6441,13.4833
2023-10-02,077 BUCH,15,52.6441,13.4833
2023-10-03,077 BUCH,9,52.6441,13.4833
2023-10-04,077 BUCH,8,52.6441,13.4833
2023-10-05,077 BUCH,9,52.6441,13.4833
2023-10-06,077 BUCH,11,52.6441,13.4833
2023-10-07,077 BUCH,5,52.6441,13.4833
2023-10-08,077 BUCH,5,52.6441,13.4833
2023-10-09,077 BUCH,8,52.6441,13.4833
2023-10-10,077 BUCH,11,52.6441,13.4833
2023-10-11,077 BUCH,13,52.6441,13.4833
2023-10-12,077 BUCH,8,52.6441,13.4833
2023-10-13,077 BUCH,11,52.6441,13.4833
2023-10-14,077 BUCH,5,52.6441,13.4833
2023-10-15,077 BUCH,2,52.6441,13.4833
2023-10-16,077 BUCH,8,52.6441,13.4833
2023-10-17,077 BUCH,10,52.6441,13.4833
2023-10-18,077 BUCH,11,52.6441,13.4833
2023-10-19,077 BUCH,8,52.6441,13.4833
2023-10-20,077 BUCH,5,52.6441,13.4833
2023-10-21,077 BUCH,10,52.6441,13.4833
2023-10-22,077 BUCH,8,52.6441,13.4833
2023-10-23,077 BUCH,10,52.6441,13.4833
2023-10-24,077 BUCH,9,52.6441,13.4833
2023-10-25,077 BUCH,9,52.6441,13.4833
2023-10-26,077 BUCH,4,52.6441,13.4833
2023-10-27,077 BUCH,6,52.6441,13.4833
2023-10-28,077 BUCH,8,52.6441,13.4833
2023-10-29,077 BUCH,8,52.6441,13.4833
2023-10-30,077 BUCH,9,52.6441,13.4833
2023-10-31,077 BUCH,8,52.6441,13.4833
2023-11-01,077 BUCH,9,52.6441,13.4833
2023-11-02,077 BUCH,9,52.6441,13.4833
2023-11-03,077 BUCH,13,52.6441,13.4833
2023-11-04,077 BUCH,7,52.6441,13.4833
2023-11-05,077 BUCH,6,52.6441,13.4833
2023-11-06,077 BUCH,10,52.6441,13.4833
2023-11-07,077 BUCH,13,52.6441,13.4833
2023-11-08,077 BUCH,13,52.6441,13.4833
2023-11-09,077 BUCH,13,52.6441,13.4833
2023-11-10,077 BUCH,16,52.6441,13.4833
2023-11-11,077 BUCH,12,52.6441,13.4833
2023-11-12,077 BUCH,10,52.6441,13.4833
2023-11-13,077 BUCH,18,52.6441,13.4833
2023-11-14,077 BUCH,9,52.6441,13.4833
2023-11-15,077 BUCH,14,52.6441,13.4833
2023-11-16,077 BUCH,12,52.6441,13.4833
2023-11-17,077 BUCH,7,52.6441,13.4833
2023-11-18,077 BUCH,8,52.6441,13.4833
2023-11-19,077 BUCH,7,52.6441,13.4833
2023-11-20,077 BUCH,12,52.6441,13.4833
2023-11-21,077 BUCH,5,52.6441,13.4833
2023-11-22,077 BUCH,16,52.6441,13.4833
2023-11-23,077 BUCH,8,52.6441,13.4833
2023-11-24,077 BUCH,5,52.6441,13.4833
2023-11-25,077 BUCH,5,52.6441,13.4833
2023-11-26,077 BUCH,11,52.6441,13.4833
2023-11-27,077 BUCH,16,52.6441,13.4833
2023-11-28,077 BUCH,13,52.6441,13.4833
2023-11-29,077 BUCH,19,52.6441,13.4833
2023-11-30,077 BUCH,30,52.6441,13.4833
2023-12-01,077 BUCH,22,52.6441,13.4833
2023-12-02,077 BUCH,11,52.6441,13.4833
2023-12-03,077 BUCH,14,52.6441,13.4833
2023-12-04,077 BUCH,24,52.6441,13.4833
2023-12-05,077 BUCH,18,52.6441,13.4833
2023-12-06,077 BUCH,23,52.6441,13.4833
2023-12-07,077 BUCH,20,52.6441,13.4833
2023-12-08,077 BUCH,18,52.6441,13.4833
2023-12-09,077 BUCH,20,52.6441,13.4833
2023-12-10,077 BUCH,11,52.6441,13.4833
2023-12-11,077 BUCH,14,52.6441,13.4833
2023-12-12,077 BUCH,16,52.6441,13.4833
2023-12-13,077 BUCH,9,52.6441,13.4833
2023-12-14,077 BUCH,8,52.6441,13.4833
2023-12-15,077 BUCH,17,52.6441,13.4833
2023-12-16,077 BUCH,9,52.6441,13.4833
2023-12-17,077 BUCH,9,52.6441,13.4833
2023-12-18,077 BUCH,10,52.6441,13.4833
2023-12-19,077 BUCH,15,52.6441,13.4833
2023-12-20,077 BUCH,8,52.6441,13.4833
2023-12-21,077 BUCH,6,52.6441,13.4833
2023-12-22,077 BUCH,4,52.6441,13.4833
2023-12-23,077 BUCH,4,52.6441,13.4833
2023-12-24,077 BUCH,6,52.6441,13.4833
2023-12-25,077 BUCH,3,52.6441,13.4833
2023-12-26,077 BUCH,2,52.6441,13.4833
2023-12-27,077 BUCH,14,52.6441,13.4833
2023-12-28,077 BUCH,10,52.6441,13.4833
2023-12-29,077 BUCH,6,52.6441,13.4833
2023-12-30,077 BUCH,11,52.6441,13.4833
2023-12-31,077 BUCH,11,52.6441,13.4833
2024-01-01,077 BUCH,14,52.6441,13.4833
2024-01-02,077 BUCH,9,52.6441,13.4833
2024-01-03,077 BUCH,9,52.6441,13.4833
2024-01-04,077 BUCH,6,52.6441,13.4833
2024-01-05,077 BUCH,5,52.6441,13.4833
2024-01-06,077 BUCH,4,52.6441,13.4833
2024-01-07,077 BUCH,2,52.6441,13.4833
2024-01-08,077 BUCH,10,52.6441,13.4833
2024-01-09,077 BUCH,18,52.6441,13.4833
2024-01-10,077 BUCH,24,52.6441,13.4833
2024-01-11,077 BUCH,13,52.6441,13.4833
2024-01-12,077 BUCH,10,52.6441,13.4833
2024-01-13,077 BUCH,5,52.6441,13.4833
2024-01-14,077 BUCH,5,52.6441,13.4833
2024-01-15,077 BUCH,4,52.6441,13.4833
2024-01-16,077 BUCH,14,52.6441,13.4833
2024-01-17,077 BUCH,20,52.6441,13.4833
2024-01-18,077 BUCH,27,52.6441,13.4833
2024-01-19,077 BUCH,15,52.6441,13.4833
2024-01-20,077 BUCH,13,52.6441,13.4833
2024-01-21,077 BUCH,15,52.6441,13.4833
2024-01-22,077 BUCH,10,52.6441,13.4833
2024-01-23,077 BUCH,10,52.6441,13.4833
2024-01-24,077 BUCH,4,52.6441,13.4833
2024-01-25,077 BUCH,4,52.6441,13.4833
2024-01-26,077 BUCH,15,52.6441,13.4833
2024-01-27,077 BUCH,8,52.6441,13.4833
2024-01-28,077 BUCH,14,52.6441,13.4833
2024-01-29,077 BUCH,25,52.6441,13.4833
2024-01-30,077 BUCH,35,52.6441,13.4833
2024-01-31,077 BUCH,7,52.6441,13.4833
2024-02-01,077 BUCH,6,52.6441,13.4833
2024-02-02,077 BUCH,9,52.6441,13.4833
2024-02-03,077 BUCH,5,52.6441,13.4833
2024-02-04,077 BUCH,4,52.6441,13.4833
2024-02-05,077 BUCH,5,52.6441,13.4833
2024-02-06,077 BUCH,5,52.6441,13.4833
2024-02-07,077 BUCH,9,52.6441,13.4833
2024-02-08,077 BUCH,22,52.6441,13.4833
2024-02-09,077 BUCH,9,52.6441,13.4833
2024-02-10,077 BUCH,11,52.6441,13.4833
2024-02-11,077 BUCH,7,52.6441,13.4833
2024-02-12,077 BUCH,11,52.6441,13.4833
2024-02-13,077 BUCH,14,52.6441,13.4833
2024-02-14,077 BUCH,19,52.6441,13.4833
2024-02-15,077 BUCH,19,52.6441,13.4833
2024-02-16,077 BUCH,15,52.6441,13.4833
2024-02-17,077 BUCH,3,52.6441,13.4833
2024-02-18,077 BUCH,7,52.6441,13.4833
2024-02-19,077 BUCH,6,52.6441,13.4833
2024-02-20,077 BUCH,8,52.6441,13.4833
2024-02-21,077 BUCH,14,52.6441,13.4833
2024-02-22,077 BUCH,11,52.6441,13.4833
2024-02-23,077 BUCH,9,52.6441,13.4833
2024-02-24,077 BUCH,11,52.6441,13.4833
2024-02-25,077 BUCH,12,52.6441,13.4833
2024-02-26,077 BUCH,10,52.6441,13.4833
2024-02-27,077 BUCH,4,52.6441,13.4833
2024-02-28,077 BUCH,9,52.6441,13.4833
2024-02-29,077 BUCH,11,52.6441,13.4833
2024-03-01,077 BUCH,14,52.6441,13.4833
2024-03-02,077 BUCH,12,52.6441,13.4833
2024-03-03,077 BUCH,6,52.6441,13.4833
2024-03-04,077 BUCH,7,52.6441,13.4833
2024-03-05,077 BUCH,7,52.6441,13.4833
2024-03-06,077 BUCH,6,52.6441,13.4833
2024-03-07,077 BUCH,8,52.6441,13.4833
2024-03-08,077 BUCH,8,52.6441,13.4833
2024-03-09,077 BUCH,7,52.6441,13.4833
2024-03-10,077 BUCH,5,52.6441,13.4833
2024-03-11,077 BUCH,10,52.6441,13.4833
2024-03-12,077 BUCH,15,52.6441,13.4833
2024-03-13,077 BUCH,16,52.6441,13.4833
2024-03-14,077 BUCH,16,52.6441,13.4833
2024-03-15,077 BUCH,17,52.6441,13.4833
2024-03-16,077 BUCH,8,52.6441,13.4833
2024-03-17,077 BUCH,4,52.6441,13.4833
2024-03-18,077 BUCH,5,52.6441,13.4833
2024-03-19,077 BUCH,11,52.6441,13.4833
2024-03-20,077 BUCH,22,52.6441,13.4833
2024-03-21,077 BUCH,17,52.6441,13.4833
2024-03-22,077 BUCH,14,52.6441,13.4833
2024-03-23,077 BUCH,6,52.6441,13.4833
2024-03-24,077 BUCH,8,52.6441,13.4833
2024-03-25,077 BUCH,9,52.6441,13.4833
2024-03-26,077 BUCH,11,52.6441,13.4833
2024-03-27,077 BUCH,9,52.6441,13.4833
2024-03-28,077 BUCH,9,52.6441,13.4833
2024-03-29,077 BUCH,8,52.6441,13.4833
2024-03-30,077 BUCH,12,52.6441,13.4833
2024-03-31,077 BUCH,15,52.6441,13.4833
2024-04-01,077 BUCH,6,52.6441,13.4833
2024-04-02,077 BUCH,5,52.6441,13.4833
2024-04-03,077 BUCH,7,52.6441,13.4833
2024-04-04,077 BUCH,10,52.6441,13.4833
2024-04-05,077 BUCH,8,52.6441,13.4833
2024-04-06,077 BUCH,9,52.6441,13.4833
2024-04-07,077 BUCH,9,52.6441,13.4833
2024-04-08,077 BUCH,12,52.6441,13.4833
2024-04-09,077 BUCH,8,52.6441,13.4833
2024-04-10,077 BUCH,8,52.6441,13.4833
2024-04-11,077 BUCH,16,52.6441,13.4833
2024-04-12,077 BUCH,11,52.6441,13.4833
2024-04-13,077 BUCH,8,52.6441,13.4833
2024-04-14,077 BUCH,5,52.6441,13.4833
2024-04-15,077 BUCH,8,52.6441,13.4833
2024-04-16,077 BUCH,5,52.6441,13.4833
2024-04-17,077 BUCH,6,52.6441,13.4833
2024-04-18,077 BUCH,6,52.6441,13.4833
2023-04-20,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-04-21,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-04-22,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-04-23,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-04-24,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-04-25,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-04-26,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-04-27,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-04-28,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-04-29,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-04-30,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-05-01,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-05-02,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-05-03,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-05-04,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-05-05,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-05-06,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-05-07,085 FRIEDRICHSHAGEN,2,52.447697,13.64705
2023-05-08,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-05-09,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-05-10,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-05-11,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-05-12,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-05-13,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-05-14,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-05-15,085 FRIEDRICHSHAGEN,11,52.447697,13.64705
2023-05-16,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-05-17,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-05-18,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-05-19,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-05-20,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-05-21,085 FRIEDRICHSHAGEN,2,52.447697,13.64705
2023-05-22,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-05-23,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-05-24,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-05-25,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-05-26,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-05-27,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-05-28,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-05-29,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-05-30,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-05-31,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-06-01,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-06-02,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-06-03,085 FRIEDRICHSHAGEN,2,52.447697,13.64705
2023-06-04,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-06-05,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-06-06,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-06-07,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-06-08,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-06-09,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-06-10,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-06-11,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-06-12,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-06-13,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-06-14,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-06-15,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-06-16,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-06-17,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-06-18,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-06-19,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-06-20,085 FRIEDRICHSHAGEN,11,52.447697,13.64705
2023-06-21,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-06-22,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-06-23,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-06-24,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-06-25,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-06-26,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-06-27,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-06-28,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-06-29,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-06-30,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-07-01,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-07-02,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-07-03,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-04,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-07-05,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-07-06,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-07,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-07-08,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-07-09,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-07-10,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-07-11,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-07-12,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-13,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-07-14,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-07-15,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-07-16,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-07-17,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-07-18,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-19,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-07-20,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-07-21,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-07-22,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-07-23,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-07-24,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-25,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-26,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-27,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-28,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-07-29,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-07-30,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-07-31,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-08-01,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-08-02,085 FRIEDRICHSHAGEN,2,52.447697,13.64705
2023-08-03,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-08-04,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-08-05,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-08-06,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-08-07,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-08-08,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-08-09,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-08-10,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-08-11,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-08-12,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-08-13,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-08-14,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-08-15,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-08-16,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-08-17,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-08-18,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-08-19,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-08-20,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-08-21,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-08-22,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-08-23,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-08-24,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-08-25,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-08-26,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-08-27,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-08-28,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-08-29,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-08-30,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-08-31,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-09-01,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-09-02,085 FRIEDRICHSHAGEN,10,52.447697,13.64705
2023-09-03,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-04,085 FRIEDRICHSHAGEN,12,52.447697,13.64705
2023-09-05,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-06,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-09-07,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-09-08,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-09,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-09-10,085 FRIEDRICHSHAGEN,11,52.447697,13.64705
2023-09-11,085 FRIEDRICHSHAGEN,11,52.447697,13.64705
2023-09-12,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-09-13,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-14,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-09-15,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-09-16,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-09-17,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-18,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-19,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-09-20,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-09-21,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-22,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-23,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-09-24,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-09-25,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-09-26,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-09-27,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-09-28,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-09-29,085 FRIEDRICHSHAGEN,12,52.447697,13.64705
2023-09-30,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-10-01,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-10-02,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-10-03,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-10-04,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-10-05,085 FRIEDRICHSHAGEN,10,52.447697,13.64705
2023-10-06,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-10-07,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-10-08,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-10-09,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-10-10,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-10-11,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-10-12,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-10-13,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-10-14,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-10-15,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-10-16,085 FRIEDRICHSHAGEN,11,52.447697,13.64705
2023-10-17,085 FRIEDRICHSHAGEN,12,52.447697,13.64705
2023-10-18,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-10-19,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-10-20,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-10-21,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-10-22,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-10-23,085 FRIEDRICHSHAGEN,12,52.447697,13.64705
2023-10-24,085 FRIEDRICHSHAGEN,11,52.447697,13.64705
2023-10-25,085 FRIEDRICHSHAGEN,14,52.447697,13.64705
2023-10-26,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-10-27,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-10-28,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-10-29,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-10-30,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-10-31,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-11-01,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-11-02,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-11-03,085 FRIEDRICHSHAGEN,11,52.447697,13.64705
2023-11-04,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-11-05,085 FRIEDRICHSHAGEN,3,52.447697,13.64705
2023-11-06,085 FRIEDRICHSHAGEN,4,52.447697,13.64705
2023-11-07,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-11-08,085 FRIEDRICHSHAGEN,7,52.447697,13.64705
2023-11-09,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-11-10,085 FRIEDRICHSHAGEN,5,52.447697,13.64705
2023-11-11,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-11-12,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-11-13,085 FRIEDRICHSHAGEN,9,52.447697,13.64705
2023-11-14,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-11-15,085 FRIEDRICHSHAGEN,15,52.447697,13.64705
2023-11-16,085 FRIEDRICHSHAGEN,13,52.447697,13.64705
2023-11-17,085 FRIEDRICHSHAGEN,12,52.447697,13.64705
2023-11-18,085 FRIEDRICHSHAGEN,8,52.447697,13.64705
2023-11-19,085 FRIEDRICHSHAGEN,6,52.447697,13.64705
2023-11-20,085 FRIEDRICHSHAGEN,14,52.447697,13.64705
