Date,Station,Value,lat,lng
2023-11-26,117 SCHILDHORNSTRASSE,21,52.46362,13.31832
2023-11-27,117 SCHILDHORNSTRASSE,31,52.46362,13.31832
2023-11-28,117 SCHILDHORNSTRASSE,26,52.46362,13.31832
2023-11-29,117 SCHILDHORNSTRASSE,21,52.46362,13.31832
2023-11-30,117 SCHILDHORNSTRASSE,38,52.46362,13.31832
2023-12-01,117 SCHILDHORNSTRASSE,36,52.46362,13.31832
2023-12-02,117 SCHILDHORNSTRASSE,18,52.46362,13.31832
2023-12-03,117 SCHILDHORNSTRASSE,18,52.46362,13.31832
2023-12-04,117 SCHILDHORNSTRASSE,32,52.46362,13.31832
2023-12-05,117 SCHILDHORNSTRASSE,32,52.46362,13.31832
2023-12-06,117 SCHILDHORNSTRASSE,32,52.46362,13.31832
2023-12-07,117 SCHILDHORNSTRASSE,26,52.46362,13.31832
2023-12-08,117 SCHILDHORNSTRASSE,24,52.46362,13.31832
2023-12-09,117 SCHILDHORNSTRASSE,23,52.46362,13.31832
2023-12-10,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2023-12-11,117 SCHILDHORNSTRASSE,14,52.46362,13.31832
2023-12-12,117 SCHILDHORNSTRASSE,25,52.46362,13.31832
2023-12-13,117 SCHILDHORNSTRASSE,27,52.46362,13.31832
2023-12-14,117 SCHILDHORNSTRASSE,22,52.46362,13.31832
2023-12-15,117 SCHILDHORNSTRASSE,21,52.46362,13.31832
2023-12-16,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2023-12-17,117 SCHILDHORNSTRASSE,14,52.46362,13.31832
2023-12-18,117 SCHILDHORNSTRASSE,17,52.46362,13.31832
2023-12-19,117 SCHILDHORNSTRASSE,20,52.46362,13.31832
2023-12-20,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2023-12-21,117 SCHILDHORNSTRASSE,8,52.46362,13.31832
2023-12-22,117 SCHILDHORNSTRASSE,6,52.46362,13.31832
2023-12-23,117 SCHILDHORNSTRASSE,9,52.46362,13.31832
2023-12-24,117 SCHILDHORNSTRASSE,9,52.46362,13.31832
2023-12-25,117 SCHILDHORNSTRASSE,4,52.46362,13.31832
2023-12-26,117 SCHILDHORNSTRASSE,4,52.46362,13.31832
2023-12-27,117 SCHILDHORNSTRASSE,19,52.46362,13.31832
2023-12-28,117 SCHILDHORNSTRASSE,11,52.46362,13.31832
2023-12-29,117 SCHILDHORNSTRASSE,8,52.46362,13.31832
2023-12-30,117 SCHILDHORNSTRASSE,16,52.46362,13.31832
2023-12-31,117 SCHILDHORNSTRASSE,19,52.46362,13.31832
2024-01-01,117 SCHILDHORNSTRASSE,16,52.46362,13.31832
2024-01-02,117 SCHILDHORNSTRASSE,24,52.46362,13.31832
2024-01-03,117 SCHILDHORNSTRASSE,10,52.46362,13.31832
2024-01-04,117 SCHILDHORNSTRASSE,10,52.46362,13.31832
2024-01-05,117 SCHILDHORNSTRASSE,22,52.46362,13.31832
2024-01-06,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2024-01-07,117 SCHILDHORNSTRASSE,11,52.46362,13.31832
2024-01-08,117 SCHILDHORNSTRASSE,20,52.46362,13.31832
2024-01-09,117 SCHILDHORNSTRASSE,38,52.46362,13.31832
2024-01-10,117 SCHILDHORNSTRASSE,53,52.46362,13.31832
2024-01-11,117 SCHILDHORNSTRASSE,23,52.46362,13.31832
2024-01-12,117 SCHILDHORNSTRASSE,16,52.46362,13.31832
2024-01-13,117 SCHILDHORNSTRASSE,8,52.46362,13.31832
2024-01-14,117 SCHILDHORNSTRASSE,7,52.46362,13.31832
2024-01-15,117 SCHILDHORNSTRASSE,11,52.46362,13.31832
2024-01-16,117 SCHILDHORNSTRASSE,23,52.46362,13.31832
2024-01-17,117 SCHILDHORNSTRASSE,32,52.46362,13.31832
2024-01-18,117 SCHILDHORNSTRASSE,28,52.46362,13.31832
2024-01-19,117 SCHILDHORNSTRASSE,17,52.46362,13.31832
2024-01-20,117 SCHILDHORNSTRASSE,15,52.46362,13.31832
2024-01-21,117 SCHILDHORNSTRASSE,17,52.46362,13.31832
2024-01-22,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2024-01-23,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2024-01-24,117 SCHILDHORNSTRASSE,6,52.46362,13.31832
2024-01-25,117 SCHILDHORNSTRASSE,8,52.46362,13.31832
2024-01-26,117 SCHILDHORNSTRASSE,18,52.46362,13.31832
2024-01-27,117 SCHILDHORNSTRASSE,11,52.46362,13.31832
2024-01-28,117 SCHILDHORNSTRASSE,30,52.46362,13.31832
2024-01-29,117 SCHILDHORNSTRASSE,40,52.46362,13.31832
2024-01-30,117 SCHILDHORNSTRASSE,36,52.46362,13.31832
2024-01-31,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2024-02-01,117 SCHILDHORNSTRASSE,9,52.46362,13.31832
2024-02-02,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2024-02-03,117 SCHILDHORNSTRASSE,6,52.46362,13.31832
2024-02-04,117 SCHILDHORNSTRASSE,5,52.46362,13.31832
2024-02-05,117 SCHILDHORNSTRASSE,7,52.46362,13.31832
2024-02-06,117 SCHILDHORNSTRASSE,6,52.46362,13.31832
2024-02-07,117 SCHILDHORNSTRASSE,14,52.46362,13.31832
2024-02-08,117 SCHILDHORNSTRASSE,30,52.46362,13.31832
2024-02-09,117 SCHILDHORNSTRASSE,30,52.46362,13.31832
2024-02-10,117 SCHILDHORNSTRASSE,27,52.46362,13.31832
2024-02-11,117 SCHILDHORNSTRASSE,15,52.46362,13.31832
2024-02-12,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2024-02-13,117 SCHILDHORNSTRASSE,17,52.46362,13.31832
2024-02-14,117 SCHILDHORNSTRASSE,22,52.46362,13.31832
2024-02-15,117 SCHILDHORNSTRASSE,20,52.46362,13.31832
2024-02-16,117 SCHILDHORNSTRASSE,20,52.46362,13.31832
2024-02-17,117 SCHILDHORNSTRASSE,8,52.46362,13.31832
2024-02-18,117 SCHILDHORNSTRASSE,15,52.46362,13.31832
2024-02-19,117 SCHILDHORNSTRASSE,10,52.46362,13.31832
2024-02-20,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2024-02-21,117 SCHILDHORNSTRASSE,15,52.46362,13.31832
2024-02-22,117 SCHILDHORNSTRASSE,17,52.46362,13.31832
2024-02-23,117 SCHILDHORNSTRASSE,15,52.46362,13.31832
2024-02-24,117 SCHILDHORNSTRASSE,20,52.46362,13.31832
2024-02-25,117 SCHILDHORNSTRASSE,28,52.46362,13.31832
2024-02-26,117 SCHILDHORNSTRASSE,29,52.46362,13.31832
2024-02-27,117 SCHILDHORNSTRASSE,14,52.46362,13.31832
2024-02-28,117 SCHILDHORNSTRASSE,23,52.46362,13.31832
2024-02-29,117 SCHILDHORNSTRASSE,25,52.46362,13.31832
2024-03-01,117 SCHILDHORNSTRASSE,27,52.46362,13.31832
2024-03-02,117 SCHILDHORNSTRASSE,28,52.46362,13.31832
2024-03-03,117 SCHILDHORNSTRASSE,18,52.46362,13.31832
2024-03-04,117 SCHILDHORNSTRASSE,20,52.46362,13.31832
2024-03-05,117 SCHILDHORNSTRASSE,19,52.46362,13.31832
2024-03-06,117 SCHILDHORNSTRASSE,24,52.46362,13.31832
2024-03-07,117 SCHILDHORNSTRASSE,22,52.46362,13.31832
2024-03-08,117 SCHILDHORNSTRASSE,20,52.46362,13.31832
2024-03-09,117 SCHILDHORNSTRASSE,18,52.46362,13.31832
2024-03-10,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2024-03-11,117 SCHILDHORNSTRASSE,25,52.46362,13.31832
2024-03-12,117 SCHILDHORNSTRASSE,27,52.46362,13.31832
2024-03-13,117 SCHILDHORNSTRASSE,20,52.46362,13.31832
2024-03-14,117 SCHILDHORNSTRASSE,18,52.46362,13.31832
2024-03-15,117 SCHILDHORNSTRASSE,19,52.46362,13.31832
2024-03-16,117 SCHILDHORNSTRASSE,10,52.46362,13.31832
2024-03-17,117 SCHILDHORNSTRASSE,8,52.46362,13.31832
2024-03-18,117 SCHILDHORNSTRASSE,17,52.46362,13.31832
2024-03-19,117 SCHILDHORNSTRASSE,31,52.46362,13.31832
2024-03-20,117 SCHILDHORNSTRASSE,29,52.46362,13.31832
2024-03-21,117 SCHILDHORNSTRASSE,22,52.46362,13.31832
2024-03-22,117 SCHILDHORNSTRASSE,16,52.46362,13.31832
2024-03-23,117 SCHILDHORNSTRASSE,10,52.46362,13.31832
2024-03-24,117 SCHILDHORNSTRASSE,9,52.46362,13.31832
2024-03-25,117 SCHILDHORNSTRASSE,18,52.46362,13.31832
2024-03-26,117 SCHILDHORNSTRASSE,27,52.46362,13.31832
2024-03-27,117 SCHILDHORNSTRASSE,27,52.46362,13.31832
2024-03-28,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2024-03-29,117 SCHILDHORNSTRASSE,11,52.46362,13.31832
2024-03-30,117 SCHILDHORNSTRASSE,35,52.46362,13.31832
2024-03-31,117 SCHILDHORNSTRASSE,25,52.46362,13.31832
2024-04-01,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2024-04-02,117 SCHILDHORNSTRASSE,7,52.46362,13.31832
2024-04-03,117 SCHILDHORNSTRASSE,15,52.46362,13.31832
2024-04-04,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2024-04-05,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2024-04-06,117 SCHILDHORNSTRASSE,15,52.46362,13.31832
2024-04-07,117 SCHILDHORNSTRASSE,17,52.46362,13.31832
2024-04-08,117 SCHILDHORNSTRASSE,35,52.46362,13.31832
2024-04-09,117 SCHILDHORNSTRASSE,23,52.46362,13.31832
2024-04-10,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2024-04-11,117 SCHILDHORNSTRASSE,16,52.46362,13.31832
2024-04-12,117 SCHILDHORNSTRASSE,12,52.46362,13.31832
2024-04-13,117 SCHILDHORNSTRASSE,9,52.46362,13.31832
2024-04-14,117 SCHILDHORNSTRASSE,7,52.46362,13.31832
2024-04-15,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2024-04-16,117 SCHILDHORNSTRASSE,10,52.46362,13.31832
2024-04-17,117 SCHILDHORNSTRASSE,13,52.46362,13.31832
2024-04-18,117 SCHILDHORNSTRASSE,,52.46362,13.31832
2023-04-20,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-04-21,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-04-22,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-04-23,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-04-24,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-04-25,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-04-26,124 MARIENDORFER DAMM,32,52.438115,13.38772
2023-04-27,124 MARIENDORFER DAMM,43,52.438115,13.38772
2023-04-28,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-04-29,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-04-30,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-05-01,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-05-02,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-05-03,124 MARIENDORFER DAMM,40,52.438115,13.38772
2023-05-04,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-05-05,124 MARIENDORFER DAMM,13,52.438115,13.38772
2023-05-06,124 MARIENDORFER DAMM,12,52.438115,13.38772
2023-05-07,124 MARIENDORFER DAMM,5,52.438115,13.38772
2023-05-08,124 MARIENDORFER DAMM,8,52.438115,13.38772
2023-05-09,124 MARIENDORFER DAMM,8,52.438115,13.38772
2023-05-10,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-05-11,124 MARIENDORFER DAMM,14,52.438115,13.38772
2023-05-12,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-05-13,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-05-14,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-05-15,124 MARIENDORFER DAMM,46,52.438115,13.38772
2023-05-16,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-05-17,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-05-18,124 MARIENDORFER DAMM,14,52.438115,13.38772
2023-05-19,124 MARIENDORFER DAMM,13,52.438115,13.38772
2023-05-20,124 MARIENDORFER DAMM,10,52.438115,13.38772
2023-05-21,124 MARIENDORFER DAMM,8,52.438115,13.38772
2023-05-22,124 MARIENDORFER DAMM,12,52.438115,13.38772
2023-05-23,124 MARIENDORFER DAMM,32,52.438115,13.38772
2023-05-24,124 MARIENDORFER DAMM,36,52.438115,13.38772
2023-05-25,124 MARIENDORFER DAMM,37,52.438115,13.38772
2023-05-26,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-05-27,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-05-28,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-05-29,124 MARIENDORFER DAMM,16,52.438115,13.38772
2023-05-30,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-05-31,124 MARIENDORFER DAMM,41,52.438115,13.38772
2023-06-01,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-06-02,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-06-03,124 MARIENDORFER DAMM,13,52.438115,13.38772
2023-06-04,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-06-05,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-06-06,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-06-07,124 MARIENDORFER DAMM,22,52.438115,13.38772
2023-06-08,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-06-09,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-06-10,124 MARIENDORFER DAMM,12,52.438115,13.38772
2023-06-11,124 MARIENDORFER DAMM,9,52.438115,13.38772
2023-06-12,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-06-13,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-06-14,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-06-15,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-06-16,124 MARIENDORFER DAMM,33,52.438115,13.38772
2023-06-17,124 MARIENDORFER DAMM,31,52.438115,13.38772
2023-06-18,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-06-19,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-06-20,124 MARIENDORFER DAMM,36,52.438115,13.38772
2023-06-21,124 MARIENDORFER DAMM,41,52.438115,13.38772
2023-06-22,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-06-23,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-06-24,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-06-25,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-06-26,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-06-27,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-06-28,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-06-29,124 MARIENDORFER DAMM,41,52.438115,13.38772
2023-06-30,124 MARIENDORFER DAMM,34,52.438115,13.38772
2023-07-01,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-07-02,124 MARIENDORFER DAMM,14,52.438115,13.38772
2023-07-03,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-07-04,124 MARIENDORFER DAMM,29,52.438115,13.38772
2023-07-05,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-07-06,124 MARIENDORFER DAMM,42,52.438115,13.38772
2023-07-07,124 MARIENDORFER DAMM,40,52.438115,13.38772
2023-07-08,124 MARIENDORFER DAMM,,52.438115,13.38772
2023-07-09,124 MARIENDORFER DAMM,,52.438115,13.38772
2023-07-10,124 MARIENDORFER DAMM,,52.438115,13.38772
2023-07-11,124 MARIENDORFER DAMM,,52.438115,13.38772
2023-07-12,124 MARIENDORFER DAMM,33,52.438115,13.38772
2023-07-13,124 MARIENDORFER DAMM,34,52.438115,13.38772
2023-07-14,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-07-15,124 MARIENDORFER DAMM,,52.438115,13.38772
2023-07-16,124 MARIENDORFER DAMM,22,52.438115,13.38772
2023-07-17,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-07-18,124 MARIENDORFER DAMM,35,52.438115,13.38772
2023-07-19,124 MARIENDORFER DAMM,36,52.438115,13.38772
2023-07-20,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-07-21,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-07-22,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-07-23,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-07-24,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-07-25,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-07-26,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-07-27,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-07-28,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-07-29,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-07-30,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-07-31,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-08-01,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-08-02,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-08-03,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-08-04,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-08-05,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-08-06,124 MARIENDORFER DAMM,22,52.438115,13.38772
2023-08-07,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-08-08,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-08-09,124 MARIENDORFER DAMM,29,52.438115,13.38772
2023-08-10,124 MARIENDORFER DAMM,36,52.438115,13.38772
2023-08-11,124 MARIENDORFER DAMM,33,52.438115,13.38772
2023-08-12,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-08-13,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-08-14,124 MARIENDORFER DAMM,22,52.438115,13.38772
2023-08-15,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-08-16,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-08-17,124 MARIENDORFER DAMM,16,52.438115,13.38772
2023-08-18,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-08-19,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-08-20,124 MARIENDORFER DAMM,22,52.438115,13.38772
2023-08-21,124 MARIENDORFER DAMM,31,52.438115,13.38772
2023-08-22,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-08-23,124 MARIENDORFER DAMM,38,52.438115,13.38772
2023-08-24,124 MARIENDORFER DAMM,36,52.438115,13.38772
2023-08-25,124 MARIENDORFER DAMM,37,52.438115,13.38772
2023-08-26,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-08-27,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-08-28,124 MARIENDORFER DAMM,35,52.438115,13.38772
2023-08-29,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-08-30,124 MARIENDORFER DAMM,35,52.438115,13.38772
2023-08-31,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-09-01,124 MARIENDORFER DAMM,39,52.438115,13.38772
2023-09-02,124 MARIENDORFER DAMM,37,52.438115,13.38772
2023-09-03,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-09-04,124 MARIENDORFER DAMM,42,52.438115,13.38772
2023-09-05,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-09-06,124 MARIENDORFER DAMM,32,52.438115,13.38772
2023-09-07,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-09-08,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-09-09,124 MARIENDORFER DAMM,29,52.438115,13.38772
2023-09-10,124 MARIENDORFER DAMM,48,52.438115,13.38772
2023-09-11,124 MARIENDORFER DAMM,59,52.438115,13.38772
2023-09-12,124 MARIENDORFER DAMM,45,52.438115,13.38772
2023-09-13,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-09-14,124 MARIENDORFER DAMM,36,52.438115,13.38772
2023-09-15,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-09-16,124 MARIENDORFER DAMM,16,52.438115,13.38772
2023-09-17,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-09-18,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-09-19,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-09-20,124 MARIENDORFER DAMM,29,52.438115,13.38772
2023-09-21,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-09-22,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-09-23,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-09-24,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-09-25,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-09-26,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-09-27,124 MARIENDORFER DAMM,34,52.438115,13.38772
2023-09-28,124 MARIENDORFER DAMM,48,52.438115,13.38772
2023-09-29,124 MARIENDORFER DAMM,43,52.438115,13.38772
2023-09-30,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-10-01,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-10-02,124 MARIENDORFER DAMM,41,52.438115,13.38772
2023-10-03,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-10-04,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-10-05,124 MARIENDORFER DAMM,29,52.438115,13.38772
2023-10-06,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-10-07,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-10-08,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-10-09,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-10-10,124 MARIENDORFER DAMM,29,52.438115,13.38772
2023-10-11,124 MARIENDORFER DAMM,33,52.438115,13.38772
2023-10-12,124 MARIENDORFER DAMM,33,52.438115,13.38772
2023-10-13,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-10-14,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-10-15,124 MARIENDORFER DAMM,14,52.438115,13.38772
2023-10-16,124 MARIENDORFER DAMM,36,52.438115,13.38772
2023-10-17,124 MARIENDORFER DAMM,43,52.438115,13.38772
2023-10-18,124 MARIENDORFER DAMM,22,52.438115,13.38772
2023-10-19,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-10-20,124 MARIENDORFER DAMM,11,52.438115,13.38772
2023-10-21,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-10-22,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-10-23,124 MARIENDORFER DAMM,35,52.438115,13.38772
2023-10-24,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-10-25,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-10-26,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-10-27,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-10-28,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-10-29,124 MARIENDORFER DAMM,13,52.438115,13.38772
2023-10-30,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-10-31,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-11-01,124 MARIENDORFER DAMM,22,52.438115,13.38772
2023-11-02,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-11-03,124 MARIENDORFER DAMM,36,52.438115,13.38772
2023-11-04,124 MARIENDORFER DAMM,14,52.438115,13.38772
2023-11-05,124 MARIENDORFER DAMM,13,52.438115,13.38772
2023-11-06,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-11-07,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-11-08,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-11-09,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-11-10,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-11-11,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-11-12,124 MARIENDORFER DAMM,26,52.438115,13.38772
2023-11-13,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-11-14,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-11-15,124 MARIENDORFER DAMM,29,52.438115,13.38772
2023-11-16,124 MARIENDORFER DAMM,33,52.438115,13.38772
2023-11-17,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-11-18,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-11-19,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-11-20,124 MARIENDORFER DAMM,37,52.438115,13.38772
2023-11-21,124 MARIENDORFER DAMM,16,52.438115,13.38772
2023-11-22,124 MARIENDORFER DAMM,31,52.438115,13.38772
2023-11-23,124 MARIENDORFER DAMM,17,52.438115,13.38772
2023-11-24,124 MARIENDORFER DAMM,22,52.438115,13.38772
2023-11-25,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-11-26,124 MARIENDORFER DAMM,30,52.438115,13.38772
2023-11-27,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-11-28,124 MARIENDORFER DAMM,32,52.438115,13.38772
2023-11-29,124 MARIENDORFER DAMM,29,52.438115,13.38772
2023-11-30,124 MARIENDORFER DAMM,45,52.438115,13.38772
2023-12-01,124 MARIENDORFER DAMM,50,52.438115,13.38772
2023-12-02,124 MARIENDORFER DAMM,31,52.438115,13.38772
2023-12-03,124 MARIENDORFER DAMM,28,52.438115,13.38772
2023-12-04,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-12-05,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-12-06,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-12-07,124 MARIENDORFER DAMM,31,52.438115,13.38772
2023-12-08,124 MARIENDORFER DAMM,20,52.438115,13.38772
2023-12-09,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-12-10,124 MARIENDORFER DAMM,16,52.438115,13.38772
2023-12-11,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-12-12,124 MARIENDORFER DAMM,34,52.438115,13.38772
2023-12-13,124 MARIENDORFER DAMM,21,52.438115,13.38772
2023-12-14,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-12-15,124 MARIENDORFER DAMM,32,52.438115,13.38772
2023-12-16,124 MARIENDORFER DAMM,24,52.438115,13.38772
2023-12-17,124 MARIENDORFER DAMM,18,52.438115,13.38772
2023-12-18,124 MARIENDORFER DAMM,31,52.438115,13.38772
2023-12-19,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-12-20,124 MARIENDORFER DAMM,25,52.438115,13.38772
2023-12-21,124 MARIENDORFER DAMM,15,52.438115,13.38772
2023-12-22,124 MARIENDORFER DAMM,16,52.438115,13.38772
2023-12-23,124 MARIENDORFER DAMM,23,52.438115,13.38772
2023-12-24,124 MARIENDORFER DAMM,14,52.438115,13.38772
2023-12-25,124 MARIENDORFER DAMM,12,52.438115,13.38772
2023-12-26,124 MARIENDORFER DAMM,10,52.438115,13.38772
2023-12-27,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-12-28,124 MARIENDORFER DAMM,19,52.438115,13.38772
2023-12-29,124 MARIENDORFER DAMM,14,52.438115,13.38772
2023-12-30,124 MARIENDORFER DAMM,27,52.438115,13.38772
2023-12-31,124 MARIENDORFER DAMM,18,52.438115,13.38772
2024-01-01,124 MARIENDORFER DAMM,19,52.438115,13.38772
